businessDate,sectorName,turnOverValues,turnOverVolume,totalTransaction,business_date
2025-11-11,Microfinance,169475639.1,175528,2345,2025-11-11
2025-11-11,Mutual Fund,5459515.47,597806,474,2025-11-11
2025-11-11,Non Life Insurance,47889070.0,79841,862,2025-11-11
2025-11-11,Others,124021959.6,148767,1948,2025-11-11
2025-11-11,Promoter Share,19580653.0,87581,150,2025-11-11
2025-11-11,Tradings,14239643.0,2827,71,2025-11-11
1970-01-01,Preference Share,0.0,0,0,2025-11-12
2025-11-12,Commercial Banks,281098421.6,1049938,5496,2025-11-12
2025-11-12,Corporate Debenture,12106233.4,10805,140,2025-11-12
2025-11-12,Development Banks,130886611.3,241870,1525,2025-11-12
2025-11-12,Finance,101852192.3,203409,1474,2025-11-12
2025-11-12,Hotels And Tourism,72827633.3,100265,723,2025-11-12
2025-11-12,Hydro Power,1765309823.0,3960015,42946,2025-11-12
2025-11-12,Investment,541593840.4,415013,3016,2025-11-12
2025-11-12,Life Insurance,194329240.6,320968,3038,2025-11-12
2025-11-12,Manufacturing And Processing,185245310.3,259746,1787,2025-11-12
2025-11-12,Microfinance,268874304.2,251634,2664,2025-11-12
2025-11-12,Mutual Fund,9787473.97,1070348,495,2025-11-12
2025-11-12,Non Life Insurance,79298650.7,126955,1144,2025-11-12
2025-11-12,Others,151304912.0,162725,2001,2025-11-12
2025-11-12,Promoter Share,47463183.4,229593,303,2025-11-12
2025-11-12,Tradings,6608581.2,1332,72,2025-11-12
1970-01-01,Preference Share,0.0,0,0,2025-11-13
2025-11-13,Commercial Banks,275491970.2,1098984,5054,2025-11-13
2025-11-13,Corporate Debenture,8043131.2,7268,117,2025-11-13
2025-11-13,Development Banks,155036333.9,301524,1598,2025-11-13
2025-11-13,Finance,81996856.53,160344,1222,2025-11-13
2025-11-13,Hotels And Tourism,59381390.0,92209,597,2025-11-13
2025-11-13,Hydro Power,1723032744.6,3959677,28113,2025-11-13
2025-11-13,Investment,281540113.3,296556,2092,2025-11-13
2025-11-13,Life Insurance,166295380.7,277687,2940,2025-11-13
2025-11-13,Manufacturing And Processing,274386927.1,339315,2820,2025-11-13
2025-11-13,Microfinance,194768563.7,193620,2268,2025-11-13
2025-11-13,Mutual Fund,3092885.19,338389,385,2025-11-13
2025-11-13,Non Life Insurance,53992907.2,84598,1000,2025-11-13
2025-11-13,Others,164327913.4,170126,2051,2025-11-13
2025-11-13,Promoter Share,53326115.8,284277,309,2025-11-13
2025-11-13,Tradings,5108439.0,1010,55,2025-11-13
1970-01-01,Preference Share,0.0,0,0,2025-11-16
2025-11-16,Commercial Banks,217177710.0,860850,4813,2025-11-16
2025-11-16,Corporate Debenture,452323825.9,339886,312,2025-11-16
2025-11-16,Development Banks,91460005.1,209516,1278,2025-11-16
2025-11-16,Finance,69389180.3,135824,1082,2025-11-16
2025-11-16,Hotels And Tourism,62927777.3,100601,707,2025-11-16
2025-11-16,Hydro Power,1744166411.0,4007550,25438,2025-11-16
2025-11-16,Investment,313658283.8,336904,2152,2025-11-16
2025-11-16,Life Insurance,146978702.1,275622,2645,2025-11-16
2025-11-16,Manufacturing And Processing,209590519.3,284510,2277,2025-11-16
2025-11-16,Microfinance,191751255.4,188938,2231,2025-11-16
2025-11-16,Mutual Fund,6761572.73,748916,467,2025-11-16
2025-11-16,Non Life Insurance,66205048.7,112415,1154,2025-11-16
2025-11-16,Others,297717040.6,269105,2427,2025-11-16
2025-11-16,Promoter Share,14745170.5,84649,130,2025-11-16
2025-11-16,Tradings,9123291.0,1770,63,2025-11-16
1970-01-01,Preference Share,0.0,0,0,2025-11-17
2025-11-17,Commercial Banks,329832910.2,1334733,5772,2025-11-17
2025-11-17,Corporate Debenture,16505477.6,14282,122,2025-11-17
2025-11-17,Development Banks,276491517.8,437810,2974,2025-11-17
2025-11-17,Finance,69736142.0,135600,1105,2025-11-17
2025-11-17,Hotels And Tourism,35541701.9,58684,646,2025-11-17
2025-11-17,Hydro Power,1911657504.6,4349775,36889,2025-11-17
2025-11-17,Investment,343121960.8,357386,2048,2025-11-17
2025-11-17,Life Insurance,176383178.1,327830,3263,2025-11-17
2025-11-17,Manufacturing And Processing,333933367.7,474978,2819,2025-11-17
2025-11-17,Microfinance,189340657.4,179997,2305,2025-11-17
2025-11-17,Mutual Fund,6841308.69,806757,493,2025-11-17
2025-11-17,Non Life Insurance,68397745.8,111589,1075,2025-11-17
2025-11-17,Others,145287409.9,152156,1849,2025-11-17
2025-11-17,Promoter Share,31469757.7,149967,182,2025-11-17
2025-11-17,Tradings,11533718.7,2234,93,2025-11-17
1970-01-01,Preference Share,0.0,0,0,2025-11-18
2025-11-18,Commercial Banks,265544891.7,1060771,4728,2025-11-18
2025-11-18,Corporate Debenture,22689056.6,19701,158,2025-11-18
2025-11-18,Development Banks,303952088.2,486891,2874,2025-11-18
2025-11-18,Finance,96514549.1,188540,1259,2025-11-18
2025-11-18,Hotels And Tourism,49009849.9,73227,648,2025-11-18
2025-11-18,Hydro Power,2098076475.9,4916002,30784,2025-11-18
2025-11-18,Investment,314466562.4,606304,2519,2025-11-18
2025-11-18,Life Insurance,211354393.4,394705,3186,2025-11-18
2025-11-18,Manufacturing And Processing,165362798.3,241528,1906,2025-11-18
2025-11-18,Microfinance,237753044.6,238673,2818,2025-11-18
2025-11-18,Mutual Fund,3883885.62,422324,461,2025-11-18
2025-11-18,Non Life Insurance,100524381.9,157019,1169,2025-11-18
2025-11-18,Others,180036069.7,191950,2320,2025-11-18
2025-11-18,Promoter Share,47302423.7,256132,384,2025-11-18
2025-11-18,Tradings,8935663.0,1690,63,2025-11-18
1970-01-01,Preference Share,0.0,0,0,2025-11-19
2025-11-19,Commercial Banks,211862146.8,867557,4471,2025-11-19
2025-11-19,Corporate Debenture,16029225.3,13753,99,2025-11-19
2025-11-19,Development Banks,209849004.2,327912,1843,2025-11-19
2025-11-19,Finance,67040651.7,131661,1000,2025-11-19
2025-11-19,Hotels And Tourism,47114215.6,71529,655,2025-11-19
2025-11-19,Hydro Power,2064107594.8,4683852,29143,2025-11-19
2025-11-19,Investment,227866696.3,308046,1719,2025-11-19
2025-11-19,Life Insurance,167124887.5,306114,2495,2025-11-19
2025-11-19,Manufacturing And Processing,239833876.0,328533,2007,2025-11-19
2025-11-19,Microfinance,206169039.3,193293,2322,2025-11-19
2025-11-19,Mutual Fund,6395719.91,702262,457,2025-11-19
2025-11-19,Non Life Insurance,55199902.6,88113,854,2025-11-19
2025-11-19,Others,231779850.3,258389,3308,2025-11-19
2025-11-19,Promoter Share,20205804.5,105814,186,2025-11-19
2025-11-19,Tradings,8054156.5,1545,67,2025-11-19
1970-01-01,Preference Share,0.0,0,0,2025-11-20
2025-11-20,Commercial Banks,257454569.9,1068329,5191,2025-11-20
2025-11-20,Corporate Debenture,3401846.5,3100,61,2025-11-20
2025-11-20,Development Banks,412094335.2,575143,2681,2025-11-20
2025-11-20,Finance,75273805.2,146123,1196,2025-11-20
2025-11-20,Hotels And Tourism,87783575.2,145054,1502,2025-11-20
2025-11-20,Hydro Power,2624929875.4,6134990,40223,2025-11-20
2025-11-20,Investment,161805480.1,212035,1621,2025-11-20
2025-11-20,Life Insurance,142108219.64,249065,2832,2025-11-20
2025-11-20,Manufacturing And Processing,209220154.4,295394,2379,2025-11-20
2025-11-20,Microfinance,350685964.2,301887,3110,2025-11-20
2025-11-20,Mutual Fund,7508424.0,852130,520,2025-11-20
2025-11-20,Non Life Insurance,59990261.8,94631,1023,2025-11-20
2025-11-20,Others,263705955.9,279285,3470,2025-11-20
2025-11-20,Promoter Share,19076796.8,89522,134,2025-11-20
2025-11-20,Tradings,13829035.0,2608,136,2025-11-20
1970-01-01,Preference Share,0.0,0,0,2025-11-23
2025-11-23,Commercial Banks,336015235.0,1292775,6263,2025-11-23
2025-11-23,Corporate Debenture,20539230.5,17577,160,2025-11-23
2025-11-23,Development Banks,329156507.3,607710,2936,2025-11-23
2025-11-23,Finance,89332616.5,177741,1406,2025-11-23
2025-11-23,Hotels And Tourism,72588912.0,114094,2609,2025-11-23
2025-11-23,Hydro Power,2894038983.2,7396208,41105,2025-11-23
2025-11-23,Investment,844600516.0,675234,2533,2025-11-23
2025-11-23,Life Insurance,413142855.0,697547,5254,2025-11-23
2025-11-23,Manufacturing And Processing,280653073.1,411694,2792,2025-11-23
2025-11-23,Microfinance,405267936.8,408496,4289,2025-11-23
2025-11-23,Mutual Fund,4066602.48,446361,588,2025-11-23
2025-11-23,Non Life Insurance,116929612.4,177316,1643,2025-11-23
2025-11-23,Others,396352919.0,415060,4040,2025-11-23
2025-11-23,Promoter Share,70247087.2,541517,306,2025-11-23
2025-11-23,Tradings,13801830.4,2596,104,2025-11-23
1970-01-01,Preference Share,0.0,0,0,2025-11-24
2025-11-24,Commercial Banks,355731155.0,1366010,6121,2025-11-24
2025-11-24,Corporate Debenture,5003612.1,4390,77,2025-11-24
2025-11-24,Development Banks,329426585.4,636087,2524,2025-11-24
2025-11-24,Finance,100476768.1,198364,1398,2025-11-24
2025-11-24,Hotels And Tourism,91639084.4,132415,5636,2025-11-24
2025-11-24,Hydro Power,2500473508.6,6053327,33297,2025-11-24
2025-11-24,Investment,540657061.4,657055,3312,2025-11-24
2025-11-24,Life Insurance,1338242672.4,2147409,11879,2025-11-24
2025-11-24,Manufacturing And Processing,448240759.6,610210,3098,2025-11-24
2025-11-24,Microfinance,509634341.5,495283,4804,2025-11-24
2025-11-24,Mutual Fund,7258188.78,786373,520,2025-11-24
2025-11-24,Non Life Insurance,222655336.3,347300,2425,2025-11-24
2025-11-24,Others,519200042.5,530785,4196,2025-11-24
2025-11-24,Promoter Share,42851592.5,234923,313,2025-11-24
2025-11-24,Tradings,23989428.4,4431,114,2025-11-24
1970-01-01,Preference Share,0.0,0,0,2025-11-25
2025-11-25,Commercial Banks,308138614.2,1160664,6319,2025-11-25
2025-11-25,Corporate Debenture,4069462.3,3459,47,2025-11-25
2025-11-25,Development Banks,216098726.1,389704,1859,2025-11-25
2025-11-25,Finance,90055367.0,177816,1202,2025-11-25
2025-11-25,Hotels And Tourism,299131708.0,390763,34714,2025-11-25
2025-11-25,Hydro Power,2432643080.0,5814007,33931,2025-11-25
2025-11-25,Investment,421896035.4,765202,2780,2025-11-25
2025-11-25,Life Insurance,633599987.1,1118416,7663,2025-11-25
2025-11-25,Manufacturing And Processing,375817764.0,501159,3300,2025-11-25
2025-11-25,Microfinance,374178085.5,356330,3918,2025-11-25
2025-11-25,Mutual Fund,3296986.67,357721,501,2025-11-25
2025-11-25,Non Life Insurance,155824285.7,239469,1730,2025-11-25
2025-11-25,Others,459344878.3,484808,4305,2025-11-25
2025-11-25,Promoter Share,43295185.1,216190,304,2025-11-25
2025-11-25,Tradings,5638498.6,1072,69,2025-11-25
1970-01-01,Preference Share,0.0,0,0,2025-11-26
2025-11-26,Commercial Banks,376766843.2,1392938,6967,2025-11-26
2025-11-26,Corporate Debenture,8104727.1,7071,62,2025-11-26
2025-11-26,Development Banks,261886517.8,476727,1968,2025-11-26
2025-11-26,Finance,76051482.4,151166,1019,2025-11-26
2025-11-26,Hotels And Tourism,261983149.2,356435,24310,2025-11-26
2025-11-26,Hydro Power,2458422748.8,6195320,32552,2025-11-26
2025-11-26,Investment,835754056.8,759442,3598,2025-11-26
2025-11-26,Life Insurance,574039488.8,1039320,5821,2025-11-26
2025-11-26,Manufacturing And Processing,604034065.4,766723,4092,2025-11-26
2025-11-26,Microfinance,674085147.5,613305,5465,2025-11-26
2025-11-26,Mutual Fund,9577353.15,1064368,631,2025-11-26
2025-11-26,Non Life Insurance,117488443.0,187294,1309,2025-11-26
2025-11-26,Others,382313085.1,391037,3612,2025-11-26
2025-11-26,Promoter Share,41340078.4,217608,230,2025-11-26
2025-11-26,Tradings,11123908.4,2084,69,2025-11-26
1970-01-01,Preference Share,0.0,0,0,2025-11-27
2025-11-27,Commercial Banks,661734370.6,2423278,9196,2025-11-27
2025-11-27,Corporate Debenture,3632567.4,3146,92,2025-11-27
2025-11-27,Development Banks,304455188.2,568433,2692,2025-11-27
2025-11-27,Finance,82258818.8,163183,1268,2025-11-27
2025-11-27,Hotels And Tourism,199142650.9,268715,15709,2025-11-27
2025-11-27,Hydro Power,2588858270.3,6627952,31766,2025-11-27
2025-11-27,Investment,810593783.6,1060523,4436,2025-11-27
2025-11-27,Life Insurance,649388933.9,1173664,6468,2025-11-27
2025-11-27,Manufacturing And Processing,359768074.0,413175,3803,2025-11-27
2025-11-27,Microfinance,468342218.8,477023,4273,2025-11-27
2025-11-27,Mutual Fund,6751657.47,712739,616,2025-11-27
2025-11-27,Non Life Insurance,90721270.0,142620,1375,2025-11-27
2025-11-27,Others,373118460.0,393853,4091,2025-11-27
2025-11-27,Promoter Share,59226435.5,264666,345,2025-11-27
2025-11-27,Tradings,4390444.0,837,40,2025-11-27
1970-01-01,Preference Share,0.0,0,0,2025-11-30
2025-11-30,Commercial Banks,554251075.0,2067653,7483,2025-11-30
2025-11-30,Corporate Debenture,24020785.8,20811,159,2025-11-30
2025-11-30,Development Banks,289119266.0,538415,2939,2025-11-30
2025-11-30,Finance,168237898.7,340185,1747,2025-11-30
2025-11-30,Hotels And Tourism,185072204.6,262542,8798,2025-11-30
2025-11-30,Hydro Power,3002195282.7,7516479,35245,2025-11-30
2025-11-30,Investment,450939505.4,710501,3141,2025-11-30
2025-11-30,Life Insurance,794958512.2,1380569,7387,2025-11-30
2025-11-30,Manufacturing And Processing,429069630.6,575065,4224,2025-11-30
2025-11-30,Microfinance,491116979.9,460162,4810,2025-11-30
2025-11-30,Mutual Fund,6716334.2,726123,597,2025-11-30
2025-11-30,Non Life Insurance,165384058.8,290050,1979,2025-11-30
2025-11-30,Others,443532756.5,499482,5195,2025-11-30
2025-11-30,Promoter Share,65559209.1,345392,319,2025-11-30
2025-11-30,Tradings,15275934.1,2943,133,2025-11-30
1970-01-01,Preference Share,0.0,0,0,2025-12-01
2025-12-01,Commercial Banks,435519601.1,1603010,6088,2025-12-01
2025-12-01,Corporate Debenture,5706609.9,5083,79,2025-12-01
2025-12-01,Development Banks,298181887.7,459253,2223,2025-12-01
2025-12-01,Finance,136913565.9,274467,1669,2025-12-01
2025-12-01,Hotels And Tourism,186359743.5,247361,7332,2025-12-01
2025-12-01,Hydro Power,1868912395.8,4456550,24739,2025-12-01
2025-12-01,Investment,259485541.4,410587,1981,2025-12-01
2025-12-01,Life Insurance,379103031.3,688250,4546,2025-12-01
2025-12-01,Manufacturing And Processing,205595938.5,253546,2624,2025-12-01
2025-12-01,Microfinance,430466302.1,429803,4066,2025-12-01
2025-12-01,Mutual Fund,11518730.96,1238493,621,2025-12-01
2025-12-01,Non Life Insurance,85149320.1,145166,1089,2025-12-01
2025-12-01,Others,353382026.1,363588,3198,2025-12-01
2025-12-01,Promoter Share,52320802.5,284101,283,2025-12-01
2025-12-01,Tradings,7768084.0,1570,82,2025-12-01
1970-01-01,Preference Share,0.0,0,0,2025-12-02
2025-12-02,Commercial Banks,273688891.5,949864,4569,2025-12-02
2025-12-02,Corporate Debenture,4046468.9,3624,60,2025-12-02
2025-12-02,Development Banks,300148713.7,424196,2248,2025-12-02
2025-12-02,Finance,119009703.91,235767,1324,2025-12-02
2025-12-02,Hotels And Tourism,85369406.0,113432,4064,2025-12-02
2025-12-02,Hydro Power,2482485482.4,5696191,29562,2025-12-02
2025-12-02,Investment,133607558.4,215916,1409,2025-12-02
2025-12-02,Life Insurance,239056466.2,427058,3168,2025-12-02
2025-12-02,Manufacturing And Processing,194250836.7,264508,2267,2025-12-02
2025-12-02,Microfinance,263244594.5,252602,2927,2025-12-02
2025-12-02,Mutual Fund,16716380.16,1714207,573,2025-12-02
2025-12-02,Non Life Insurance,79995900.3,129395,924,2025-12-02
2025-12-02,Others,255670150.6,273142,2734,2025-12-02
2025-12-02,Promoter Share,31734221.7,109753,154,2025-12-02
2025-12-02,Tradings,2369375.0,451,26,2025-12-02
1970-01-01,Preference Share,0.0,0,0,2025-12-03
2025-12-03,Commercial Banks,304792486.7,1204363,4935,2025-12-03
2025-12-03,Corporate Debenture,4794595.4,4309,71,2025-12-03
2025-12-03,Development Banks,229956591.8,420841,2322,2025-12-03
2025-12-03,Finance,396992687.4,747641,3617,2025-12-03
2025-12-03,Hotels And Tourism,246730794.6,311166,6049,2025-12-03
2025-12-03,Hydro Power,2274601007.9,5130394,29757,2025-12-03
2025-12-03,Investment,139746638.7,235038,1493,2025-12-03
2025-12-03,Life Insurance,296619557.3,523578,4192,2025-12-03
2025-12-03,Manufacturing And Processing,349280553.1,422350,3760,2025-12-03
2025-12-03,Microfinance,409799183.0,386353,3921,2025-12-03
2025-12-03,Mutual Fund,6851100.63,741059,568,2025-12-03
2025-12-03,Non Life Insurance,103758092.1,159961,1287,2025-12-03
2025-12-03,Others,437981759.5,488288,5246,2025-12-03
2025-12-03,Promoter Share,19072439.5,95244,169,2025-12-03
2025-12-03,Tradings,14721849.7,2787,98,2025-12-03
1970-01-01,Corporate Debenture,0,0,0,2025-12-04
1970-01-01,Preference Share,0,0,0,2025-12-04
1970-01-01,Promoter Share,0,0,0,2025-12-04
1970-01-01,Preference Share,0.0,0,0,2025-12-07
2025-12-07,Commercial Banks,307715771.2,1125389,6628,2025-12-07
2025-12-07,Corporate Debenture,6351519.6,5504,85,2025-12-07
2025-12-07,Development Banks,233979849.1,418962,2212,2025-12-07
2025-12-07,Finance,301439982.2,589601,2584,2025-12-07
2025-12-07,Hotels And Tourism,185037614.2,237197,7146,2025-12-07
2025-12-07,Hydro Power,2136072161.5,5054848,28783,2025-12-07
2025-12-07,Investment,264213919.8,388686,2090,2025-12-07
2025-12-07,Life Insurance,301662991.2,533477,4726,2025-12-07
2025-12-07,Manufacturing And Processing,665382559.9,547519,24438,2025-12-07
2025-12-07,Microfinance,437456475.1,397200,4166,2025-12-07
2025-12-07,Mutual Fund,4793781.16,519653,665,2025-12-07
2025-12-07,Non Life Insurance,76126933.6,114836,1119,2025-12-07
2025-12-07,Others,363299512.7,394788,4916,2025-12-07
2025-12-07,Promoter Share,45101096.4,389848,125,2025-12-07
2025-12-07,Tradings,5781163.4,1107,48,2025-12-07
1970-01-01,Preference Share,0.0,0,0,2025-12-08
2025-12-08,Commercial Banks,264542126.7,997007,6095,2025-12-08
2025-12-08,Corporate Debenture,5304648.5,4703,73,2025-12-08
2025-12-08,Development Banks,253315208.1,433080,2373,2025-12-08
2025-12-08,Finance,158736431.4,300104,1828,2025-12-08
2025-12-08,Hotels And Tourism,103979430.0,137275,5189,2025-12-08
2025-12-08,Hydro Power,2234205647.4,5427729,28730,2025-12-08
2025-12-08,Investment,160505807.9,235645,1563,2025-12-08
2025-12-08,Life Insurance,271305231.4,456335,4447,2025-12-08
2025-12-08,Manufacturing And Processing,391186517.1,333937,16330,2025-12-08
2025-12-08,Microfinance,328499042.9,311176,3747,2025-12-08
2025-12-08,Mutual Fund,8462495.02,913938,681,2025-12-08
2025-12-08,Non Life Insurance,80090666.9,107333,1193,2025-12-08
2025-12-08,Others,367475598.1,380845,10821,2025-12-08
2025-12-08,Promoter Share,36532562.2,106271,151,2025-12-08
2025-12-08,Tradings,5407329.0,1022,52,2025-12-08
1970-01-01,Preference Share,0.0,0,0,2025-12-09
2025-12-09,Commercial Banks,338327544.0,1361280,5631,2025-12-09
2025-12-09,Corporate Debenture,9633772.2,8222,124,2025-12-09
2025-12-09,Development Banks,238990891.3,363899,1944,2025-12-09
2025-12-09,Finance,117083568.4,224258,1311,2025-12-09
2025-12-09,Hotels And Tourism,90672898.1,119843,3874,2025-12-09
2025-12-09,Hydro Power,1772634082.8,4122314,24885,2025-12-09
2025-12-09,Investment,148033563.0,198562,1498,2025-12-09
2025-12-09,Life Insurance,256649619.5,460554,4725,2025-12-09
2025-12-09,Manufacturing And Processing,241949360.9,289322,8636,2025-12-09
2025-12-09,Microfinance,208449300.0,199788,2743,2025-12-09
2025-12-09,Mutual Fund,8654025.83,930899,531,2025-12-09
2025-12-09,Non Life Insurance,63307742.1,95832,1151,2025-12-09
2025-12-09,Others,234975114.4,251153,5384,2025-12-09
2025-12-09,Promoter Share,21836718.9,115428,188,2025-12-09
2025-12-09,Tradings,3829594.5,730,40,2025-12-09
1970-01-01,Preference Share,0.0,0,0,2025-12-10
2025-12-10,Commercial Banks,213807903.6,797631,5289,2025-12-10
2025-12-10,Corporate Debenture,3313504.9,2931,73,2025-12-10
2025-12-10,Development Banks,163525764.6,296251,1741,2025-12-10
2025-12-10,Finance,145292413.9,268536,1506,2025-12-10
2025-12-10,Hotels And Tourism,106606020.1,142838,4502,2025-12-10
2025-12-10,Hydro Power,1579010395.0,3780447,24077,2025-12-10
2025-12-10,Investment,127273832.0,185177,1289,2025-12-10
2025-12-10,Life Insurance,285671958.0,532403,4814,2025-12-10
2025-12-10,Manufacturing And Processing,520753873.0,586683,36655,2025-12-10
2025-12-10,Microfinance,200894809.2,193111,2734,2025-12-10
2025-12-10,Mutual Fund,12553636.84,1293118,587,2025-12-10
2025-12-10,Non Life Insurance,67758772.7,115627,977,2025-12-10
2025-12-10,Others,268213834.7,281892,6884,2025-12-10
2025-12-10,Promoter Share,28797668.8,168336,171,2025-12-10
2025-12-10,Tradings,15297985.9,2967,95,2025-12-10
1970-01-01,Preference Share,0.0,0,0,2025-12-11
2025-12-11,Commercial Banks,241330063.6,916588,5082,2025-12-11
2025-12-11,Corporate Debenture,7367857.9,6360,60,2025-12-11
2025-12-11,Development Banks,140920731.7,287623,1710,2025-12-11
2025-12-11,Finance,87275250.0,173700,1233,2025-12-11
2025-12-11,Hotels And Tourism,93660144.4,124211,3941,2025-12-11
2025-12-11,Hydro Power,1549971319.7,3781994,22086,2025-12-11
2025-12-11,Investment,149590547.1,220229,1363,2025-12-11
2025-12-11,Life Insurance,275490816.6,473459,4744,2025-12-11
2025-12-11,Manufacturing And Processing,389454508.3,459605,19103,2025-12-11
2025-12-11,Microfinance,234589893.8,234761,2963,2025-12-11
2025-12-11,Mutual Fund,6121495.37,669200,548,2025-12-11
2025-12-11,Non Life Insurance,57985976.5,90027,1008,2025-12-11
2025-12-11,Others,232501742.4,239447,5684,2025-12-11
2025-12-11,Promoter Share,20334271.2,89268,155,2025-12-11
2025-12-11,Tradings,11385138.0,2129,49,2025-12-11
1970-01-01,Preference Share,0.0,0,0,2025-12-14
2025-12-14,Commercial Banks,353146039.3,1298673,5850,2025-12-14
2025-12-14,Corporate Debenture,6855887.0,5937,67,2025-12-14
2025-12-14,Development Banks,158691977.3,277239,1624,2025-12-14
2025-12-14,Finance,134552263.3,255957,1590,2025-12-14
2025-12-14,Hotels And Tourism,124193149.0,181606,4180,2025-12-14
2025-12-14,Hydro Power,1542027923.31,3669553,22023,2025-12-14
2025-12-14,Investment,166168596.5,249641,1500,2025-12-14
2025-12-14,Life Insurance,255470569.5,445013,4537,2025-12-14
2025-12-14,Manufacturing And Processing,312144810.2,371751,9381,2025-12-14
2025-12-14,Microfinance,295963638.3,295547,3515,2025-12-14
2025-12-14,Mutual Fund,9978937.59,1033045,663,2025-12-14
2025-12-14,Non Life Insurance,81719291.5,129915,1166,2025-12-14
2025-12-14,Others,248518453.2,268731,4332,2025-12-14
2025-12-14,Promoter Share,304755870.1,2787078,243,2025-12-14
2025-12-14,Tradings,13267670.9,2482,28,2025-12-14
1970-01-01,Preference Share,0.0,0,0,2025-12-15
2025-12-15,Commercial Banks,549350046.6,2014534,6324,2025-12-15
2025-12-15,Corporate Debenture,6167921.3,5554,66,2025-12-15
2025-12-15,Development Banks,198487155.3,381775,1737,2025-12-15
2025-12-15,Finance,143595265.4,259432,1572,2025-12-15
2025-12-15,Hotels And Tourism,67663592.1,96985,3367,2025-12-15
2025-12-15,Hydro Power,1283221373.0,3176434,20639,2025-12-15
2025-12-15,Investment,179141916.5,223193,1662,2025-12-15
2025-12-15,Life Insurance,207332296.5,358286,4172,2025-12-15
2025-12-15,Manufacturing And Processing,268962621.9,294426,8440,2025-12-15
2025-12-15,Microfinance,237714864.2,245554,2778,2025-12-15
2025-12-15,Mutual Fund,2514250.68,267763,473,2025-12-15
2025-12-15,Non Life Insurance,58945140.1,97761,1041,2025-12-15
2025-12-15,Others,212955445.3,230943,3669,2025-12-15
2025-12-15,Promoter Share,18484903.3,103603,159,2025-12-15
2025-12-15,Tradings,7366978.0,1382,23,2025-12-15
1970-01-01,Preference Share,0.0,0,0,2025-12-16
2025-12-16,Commercial Banks,215062003.2,814389,5258,2025-12-16
2025-12-16,Corporate Debenture,2930245.5,2584,49,2025-12-16
2025-12-16,Development Banks,271998934.0,542478,2571,2025-12-16
2025-12-16,Finance,108805137.9,202476,1263,2025-12-16
2025-12-16,Hotels And Tourism,120219021.7,155113,3909,2025-12-16
2025-12-16,Hydro Power,1354413878.3,3289335,20662,2025-12-16
2025-12-16,Investment,186497240.0,250656,1608,2025-12-16
2025-12-16,Life Insurance,257170339.0,493956,4636,2025-12-16
2025-12-16,Manufacturing And Processing,188784669.0,227016,6085,2025-12-16
2025-12-16,Microfinance,276903901.8,278373,3238,2025-12-16
2025-12-16,Mutual Fund,9314827.84,966259,598,2025-12-16
2025-12-16,Non Life Insurance,34408901.3,52261,946,2025-12-16
2025-12-16,Others,231564781.5,290982,4056,2025-12-16
2025-12-16,Promoter Share,31443602.3,237275,156,2025-12-16
2025-12-16,Tradings,4709639.0,892,43,2025-12-16
1970-01-01,Preference Share,0.0,0,0,2025-12-17
2025-12-17,Commercial Banks,238118575.1,855319,4949,2025-12-17
2025-12-17,Corporate Debenture,64184070.4,52168,66,2025-12-17
2025-12-17,Development Banks,299371405.8,508332,2834,2025-12-17
2025-12-17,Finance,367799402.0,652708,2969,2025-12-17
2025-12-17,Hotels And Tourism,84766081.7,115817,2876,2025-12-17
2025-12-17,Hydro Power,1675818675.0,3929912,21857,2025-12-17
2025-12-17,Investment,115148783.7,192123,1547,2025-12-17
2025-12-17,Life Insurance,352979027.4,654342,5728,2025-12-17
2025-12-17,Manufacturing And Processing,199769400.2,230209,5645,2025-12-17
2025-12-17,Microfinance,285477196.3,292540,3336,2025-12-17
2025-12-17,Mutual Fund,5741761.3,610828,592,2025-12-17
2025-12-17,Non Life Insurance,64582803.6,103357,1161,2025-12-17
2025-12-17,Others,284853079.3,331705,4381,2025-12-17
2025-12-17,Promoter Share,12999429.3,68654,129,2025-12-17
2025-12-17,Tradings,2111091.0,410,26,2025-12-17
1970-01-01,Preference Share,0.0,0,0,2025-12-18
2025-12-18,Commercial Banks,286506369.2,1021360,5423,2025-12-18
2025-12-18,Corporate Debenture,2530584.6,2215,89,2025-12-18
2025-12-18,Development Banks,345522396.5,513647,3291,2025-12-18
2025-12-18,Finance,220637446.1,382005,2070,2025-12-18
2025-12-18,Hotels And Tourism,105970663.9,144876,3284,2025-12-18
2025-12-18,Hydro Power,2019266342.5,4543053,25388,2025-12-18
2025-12-18,Investment,156325172.5,238270,1694,2025-12-18
2025-12-18,Life Insurance,426809962.4,792350,6157,2025-12-18
2025-12-18,Manufacturing And Processing,327601014.8,375886,6744,2025-12-18
2025-12-18,Microfinance,304168789.0,294558,4104,2025-12-18
2025-12-18,Mutual Fund,21784153.7,2418291,628,2025-12-18
2025-12-18,Non Life Insurance,85003247.6,135787,1190,2025-12-18
2025-12-18,Others,232194676.3,261174,3751,2025-12-18
2025-12-18,Promoter Share,33677266.6,166085,160,2025-12-18
2025-12-18,Tradings,9829817.5,1844,56,2025-12-18
1970-01-01,Preference Share,0.0,0,0,2025-12-21
2025-12-21,Commercial Banks,263502289.3,980076,5682,2025-12-21
2025-12-21,Corporate Debenture,21818022.6,18753,192,2025-12-21
2025-12-21,Development Banks,393918558.3,659652,3931,2025-12-21
