businessDate,sectorName,turnOverValues,turnOverVolume,totalTransaction,business_date
2025-02-03,Commercial Banks,623503424.5,2239338,8472,2025-02-03
2025-02-03,Corporate Debenture,9575599.1,8624,117,2025-02-03
2025-02-03,Development Banks,1372430795.2,1711611,7870,2025-02-03
2025-02-03,Finance,426274790.9,752438,5891,2025-02-03
2025-02-03,Hotels And Tourism,122914383.3,168414,1103,2025-02-03
2025-02-03,Hydro Power,5253518038.18,11181496,50774,2025-02-03
2025-02-03,Investment,847516464.5,1203018,5426,2025-02-03
2025-02-03,Life Insurance,636322092.24,1085406,7681,2025-02-03
2025-02-03,Manufacturing And Processing,300837343.1,421267,3751,2025-02-03
2025-02-03,Microfinance,974354650.0,730795,10738,2025-02-03
2025-02-03,Mutual Fund,17337677.27,1842391,602,2025-02-03
2025-02-03,Non Life Insurance,552908935.1,704286,4027,2025-02-03
2025-02-03,Others,585901715.7,690654,4697,2025-02-03
2025-02-03,Promoter Share,128175955.3,907789,552,2025-02-03
2025-02-03,Tradings,20165708.1,3669,150,2025-02-03
1970-01-01,Preference Share,0.0,0,0,2025-02-04
2025-02-04,Commercial Banks,397584798.7,1437215,5305,2025-02-04
2025-02-04,Corporate Debenture,5969593.4,5564,99,2025-02-04
2025-02-04,Development Banks,602981018.7,839290,5006,2025-02-04
2025-02-04,Finance,278989693.4,503010,4146,2025-02-04
2025-02-04,Hotels And Tourism,99824677.6,123528,1116,2025-02-04
2025-02-04,Hydro Power,4406273103.34,9389621,45109,2025-02-04
2025-02-04,Investment,608373478.9,711270,3701,2025-02-04
2025-02-04,Life Insurance,517369935.9,854119,7248,2025-02-04
2025-02-04,Manufacturing And Processing,184549119.4,268981,2609,2025-02-04
2025-02-04,Microfinance,754312362.3,529267,6949,2025-02-04
2025-02-04,Mutual Fund,6973803.92,738455,451,2025-02-04
2025-02-04,Non Life Insurance,267011880.4,323567,2334,2025-02-04
2025-02-04,Others,684586830.4,761754,5521,2025-02-04
2025-02-04,Promoter Share,83208259.0,336987,443,2025-02-04
2025-02-04,Tradings,18248397.4,3347,99,2025-02-04
1970-01-01,Preference Share,0.0,0,0,2025-02-05
2025-02-05,Commercial Banks,327524336.5,1217757,4702,2025-02-05
2025-02-05,Corporate Debenture,6361091.42,5931,78,2025-02-05
2025-02-05,Development Banks,694455806.8,802971,4933,2025-02-05
2025-02-05,Finance,649225537.9,1142306,8366,2025-02-05
2025-02-05,Hotels And Tourism,71271901.2,95202,802,2025-02-05
2025-02-05,Hydro Power,4482756043.05,9905846,45083,2025-02-05
2025-02-05,Investment,521157321.8,674546,3560,2025-02-05
2025-02-05,Life Insurance,439053663.3,728688,6583,2025-02-05
2025-02-05,Manufacturing And Processing,211019079.6,287221,2570,2025-02-05
2025-02-05,Microfinance,631685924.9,498794,6848,2025-02-05
2025-02-05,Mutual Fund,22532352.1,2311946,465,2025-02-05
2025-02-05,Non Life Insurance,235539313.9,301221,1982,2025-02-05
2025-02-05,Others,578491942.5,649674,4248,2025-02-05
2025-02-05,Promoter Share,73299799.3,349711,376,2025-02-05
2025-02-05,Tradings,9157727.6,1685,87,2025-02-05
1970-01-01,Preference Share,0.0,0,0,2025-02-06
2025-02-06,Commercial Banks,337092398.8,1237860,5408,2025-02-06
2025-02-06,Corporate Debenture,6431324.6,5622,87,2025-02-06
2025-02-06,Development Banks,807144328.2,942406,4875,2025-02-06
2025-02-06,Finance,874341869.8,1431370,10870,2025-02-06
2025-02-06,Hotels And Tourism,77287609.4,98063,743,2025-02-06
2025-02-06,Hydro Power,4535525495.72,9601785,44167,2025-02-06
2025-02-06,Investment,376875669.9,460928,3054,2025-02-06
2025-02-06,Life Insurance,512972625.03,912027,6403,2025-02-06
2025-02-06,Manufacturing And Processing,202200197.9,287128,2782,2025-02-06
2025-02-06,Microfinance,642487488.2,530244,7078,2025-02-06
2025-02-06,Mutual Fund,12482224.82,1296708,463,2025-02-06
2025-02-06,Non Life Insurance,221612535.4,288366,2149,2025-02-06
2025-02-06,Others,474580021.1,578143,3699,2025-02-06
2025-02-06,Promoter Share,132043510.0,928427,295,2025-02-06
2025-02-06,Tradings,29289727.6,5414,194,2025-02-06
1970-01-01,Preference Share,0.0,0,0,2025-02-09
2025-02-09,Commercial Banks,355541851.5,1372315,4904,2025-02-09
2025-02-09,Corporate Debenture,4326475.4,3754,46,2025-02-09
2025-02-09,Development Banks,647669556.0,747429,4119,2025-02-09
2025-02-09,Finance,714099616.9,1166885,8320,2025-02-09
2025-02-09,Hotels And Tourism,70281666.8,83276,840,2025-02-09
2025-02-09,Hydro Power,3905339212.14,8494487,40753,2025-02-09
2025-02-09,Investment,806590929.5,801571,4276,2025-02-09
2025-02-09,Life Insurance,320849128.0,563191,5813,2025-02-09
2025-02-09,Manufacturing And Processing,135230847.1,195008,2130,2025-02-09
2025-02-09,Microfinance,715485016.9,523044,6654,2025-02-09
2025-02-09,Mutual Fund,7845248.93,828575,530,2025-02-09
2025-02-09,Non Life Insurance,246071677.2,307268,2143,2025-02-09
2025-02-09,Others,385098601.8,491838,3339,2025-02-09
2025-02-09,Promoter Share,49364791.3,176563,273,2025-02-09
2025-02-09,Tradings,32227613.2,6025,96,2025-02-09
1970-01-01,Preference Share,0.0,0,0,2025-02-10
2025-02-10,Commercial Banks,318082694.2,1219000,4528,2025-02-10
2025-02-10,Corporate Debenture,11910474.3,10778,123,2025-02-10
2025-02-10,Development Banks,641673735.6,793662,4563,2025-02-10
2025-02-10,Finance,559353824.7,885747,6578,2025-02-10
2025-02-10,Hotels And Tourism,84061415.5,92588,912,2025-02-10
2025-02-10,Hydro Power,3068099743.68,6439454,33732,2025-02-10
2025-02-10,Investment,441292640.1,501794,3113,2025-02-10
2025-02-10,Life Insurance,259438803.9,436881,4404,2025-02-10
2025-02-10,Manufacturing And Processing,211458097.1,322322,2854,2025-02-10
2025-02-10,Microfinance,510772495.0,446358,6027,2025-02-10
2025-02-10,Mutual Fund,19393226.65,2067466,492,2025-02-10
2025-02-10,Non Life Insurance,196065712.9,224204,1686,2025-02-10
2025-02-10,Others,563991136.1,742554,5355,2025-02-10
2025-02-10,Promoter Share,63780229.1,227481,362,2025-02-10
2025-02-10,Tradings,8260795.8,1540,79,2025-02-10
1970-01-01,Preference Share,0.0,0,0,2025-02-11
2025-02-11,Commercial Banks,296319965.5,1132329,4144,2025-02-11
2025-02-11,Corporate Debenture,2050739.3,1903,42,2025-02-11
2025-02-11,Development Banks,808356768.7,924081,5739,2025-02-11
2025-02-11,Finance,323475742.5,526576,4011,2025-02-11
2025-02-11,Hotels And Tourism,76988314.7,97585,974,2025-02-11
2025-02-11,Hydro Power,3416748704.4,6667839,34089,2025-02-11
2025-02-11,Investment,680686570.4,560997,3883,2025-02-11
2025-02-11,Life Insurance,237585583.0,415043,4432,2025-02-11
2025-02-11,Manufacturing And Processing,206788735.2,260263,2898,2025-02-11
2025-02-11,Microfinance,524280464.5,436103,5520,2025-02-11
2025-02-11,Mutual Fund,11891882.89,1255887,432,2025-02-11
2025-02-11,Non Life Insurance,203433657.0,247566,1749,2025-02-11
2025-02-11,Others,364244611.2,450988,3672,2025-02-11
2025-02-11,Promoter Share,67259894.3,269639,309,2025-02-11
2025-02-11,Tradings,16849107.6,3056,161,2025-02-11
1970-01-01,Preference Share,0.0,0,0,2025-02-12
2025-02-12,Commercial Banks,324226087.9,1126943,4815,2025-02-12
2025-02-12,Corporate Debenture,4216557.5,3880,74,2025-02-12
2025-02-12,Development Banks,1021027216.0,1130028,6876,2025-02-12
2025-02-12,Finance,559704481.3,949827,5526,2025-02-12
2025-02-12,Hotels And Tourism,80663579.4,100872,923,2025-02-12
2025-02-12,Hydro Power,4040585800.15,7876886,38095,2025-02-12
2025-02-12,Investment,963818054.7,787773,5449,2025-02-12
2025-02-12,Life Insurance,322495471.3,558782,6319,2025-02-12
2025-02-12,Manufacturing And Processing,145086429.7,209375,2287,2025-02-12
2025-02-12,Microfinance,585537496.4,447140,5726,2025-02-12
2025-02-12,Mutual Fund,11606384.45,1207224,438,2025-02-12
2025-02-12,Non Life Insurance,209065351.4,275102,1983,2025-02-12
2025-02-12,Others,344878600.0,444821,3628,2025-02-12
2025-02-12,Promoter Share,91212222.38,373961,565,2025-02-12
2025-02-12,Tradings,12325409.1,2312,127,2025-02-12
1970-01-01,Preference Share,0.0,0,0,2025-02-13
2025-02-13,Commercial Banks,280041742.3,1021908,4673,2025-02-13
2025-02-13,Corporate Debenture,2259796.7,2126,44,2025-02-13
2025-02-13,Development Banks,790443362.3,831753,4804,2025-02-13
2025-02-13,Finance,882002409.8,1440124,9760,2025-02-13
2025-02-13,Hotels And Tourism,75873454.9,92758,947,2025-02-13
2025-02-13,Hydro Power,3005708421.2,6411434,31524,2025-02-13
2025-02-13,Investment,947831176.9,1336637,5723,2025-02-13
2025-02-13,Life Insurance,355827715.7,611256,5422,2025-02-13
2025-02-13,Manufacturing And Processing,153264051.3,227505,2400,2025-02-13
2025-02-13,Microfinance,611117021.2,515094,6359,2025-02-13
2025-02-13,Mutual Fund,12127414.26,1290805,425,2025-02-13
2025-02-13,Non Life Insurance,234657387.1,289024,2082,2025-02-13
2025-02-13,Others,385111732.8,500528,3418,2025-02-13
2025-02-13,Promoter Share,159631112.0,724457,1104,2025-02-13
2025-02-13,Tradings,18816299.1,3511,120,2025-02-13
1970-01-01,Preference Share,0.0,0,0,2025-02-16
2025-02-16,Commercial Banks,390762582.8,1428265,5779,2025-02-16
2025-02-16,Corporate Debenture,1039790.3,959,37,2025-02-16
2025-02-16,Development Banks,733037793.4,849796,4870,2025-02-16
2025-02-16,Finance,1274192708.9,1996075,13746,2025-02-16
2025-02-16,Hotels And Tourism,132746525.2,200261,1350,2025-02-16
2025-02-16,Hydro Power,3629820074.6,7917212,37184,2025-02-16
2025-02-16,Investment,1002269682.7,1371588,6815,2025-02-16
2025-02-16,Life Insurance,362860087.8,597237,6690,2025-02-16
2025-02-16,Manufacturing And Processing,188954100.9,283029,2591,2025-02-16
2025-02-16,Microfinance,1039216326.4,886167,10052,2025-02-16
2025-02-16,Mutual Fund,36613849.57,4049669,623,2025-02-16
2025-02-16,Non Life Insurance,210796606.9,249679,2215,2025-02-16
2025-02-16,Others,277972158.2,344948,3245,2025-02-16
2025-02-16,Promoter Share,162227658.13,775755,867,2025-02-16
2025-02-16,Tradings,23649693.4,4463,149,2025-02-16
1970-01-01,Preference Share,0.0,0,0,2025-02-17
2025-02-17,Commercial Banks,687579419.4,2611541,9160,2025-02-17
2025-02-17,Corporate Debenture,1435336.1,1327,45,2025-02-17
2025-02-17,Development Banks,777760910.2,1039335,4833,2025-02-17
2025-02-17,Finance,1110977222.72,1731696,14332,2025-02-17
2025-02-17,Hotels And Tourism,182317893.7,228370,1753,2025-02-17
2025-02-17,Hydro Power,3382797983.9,7242282,35610,2025-02-17
2025-02-17,Investment,811685559.5,1048481,5023,2025-02-17
2025-02-17,Life Insurance,385972383.8,668180,6308,2025-02-17
2025-02-17,Manufacturing And Processing,159312889.9,238704,2381,2025-02-17
2025-02-17,Microfinance,1399525822.4,1120433,13830,2025-02-17
2025-02-17,Mutual Fund,4759323.52,497701,503,2025-02-17
2025-02-17,Non Life Insurance,290574378.6,364406,2397,2025-02-17
2025-02-17,Others,670850544.5,754552,5802,2025-02-17
2025-02-17,Promoter Share,149002745.7,501525,533,2025-02-17
2025-02-17,Tradings,16889780.7,3163,121,2025-02-17
1970-01-01,Preference Share,0.0,0,0,2025-02-18
2025-02-18,Commercial Banks,692547618.8,2609731,8107,2025-02-18
2025-02-18,Corporate Debenture,3469965.1,3213,88,2025-02-18
2025-02-18,Development Banks,808278872.9,1006428,5096,2025-02-18
2025-02-18,Finance,673456352.0,1045814,8530,2025-02-18
2025-02-18,Hotels And Tourism,150952307.0,182820,1245,2025-02-18
2025-02-18,Hydro Power,3473209772.35,7328532,35027,2025-02-18
2025-02-18,Investment,763553234.0,813999,5130,2025-02-18
2025-02-18,Life Insurance,566238221.1,905070,7602,2025-02-18
2025-02-18,Manufacturing And Processing,279906957.0,431149,3637,2025-02-18
2025-02-18,Microfinance,1065201838.9,802184,9652,2025-02-18
2025-02-18,Mutual Fund,7291195.97,763214,537,2025-02-18
2025-02-18,Non Life Insurance,295541898.4,354446,2073,2025-02-18
2025-02-18,Others,1575472679.0,1656916,12231,2025-02-18
2025-02-18,Promoter Share,55563878.9,272627,405,2025-02-18
2025-02-18,Tradings,22893891.5,4262,144,2025-02-18
1970-01-01,Corporate Debenture,0,0,0,2025-02-19
1970-01-01,Preference Share,0,0,0,2025-02-19
1970-01-01,Promoter Share,0,0,0,2025-02-19
1970-01-01,Preference Share,0.0,0,0,2025-02-20
2025-02-20,Commercial Banks,385129809.5,1413713,5220,2025-02-20
2025-02-20,Corporate Debenture,1741422.7,1611,40,2025-02-20
2025-02-20,Development Banks,550328421.7,678101,3775,2025-02-20
2025-02-20,Finance,547129303.5,874438,6864,2025-02-20
2025-02-20,Hotels And Tourism,86597841.1,102197,911,2025-02-20
2025-02-20,Hydro Power,2780192203.3,5934504,31908,2025-02-20
2025-02-20,Investment,822058190.0,766439,4840,2025-02-20
2025-02-20,Life Insurance,884545166.3,1416658,11400,2025-02-20
2025-02-20,Manufacturing And Processing,170453870.4,268354,2628,2025-02-20
2025-02-20,Microfinance,746175811.7,534301,7726,2025-02-20
2025-02-20,Mutual Fund,14912089.36,1631553,711,2025-02-20
2025-02-20,Non Life Insurance,252185949.8,303466,2109,2025-02-20
2025-02-20,Others,1165767461.3,1190593,7214,2025-02-20
2025-02-20,Promoter Share,158956174.8,478072,405,2025-02-20
2025-02-20,Tradings,55859666.9,10022,382,2025-02-20
1970-01-01,Preference Share,0.0,0,0,2025-02-23
2025-02-23,Commercial Banks,716573118.5,2694238,7732,2025-02-23
2025-02-23,Corporate Debenture,8580044.1,7857,115,2025-02-23
2025-02-23,Development Banks,585612683.5,860162,4132,2025-02-23
2025-02-23,Finance,598067371.5,941063,6544,2025-02-23
2025-02-23,Hotels And Tourism,132912881.4,157956,1274,2025-02-23
2025-02-23,Hydro Power,3283642721.2,7579063,36559,2025-02-23
2025-02-23,Investment,1196671640.6,1461554,7026,2025-02-23
2025-02-23,Life Insurance,1417395270.5,2056533,14526,2025-02-23
2025-02-23,Manufacturing And Processing,546127182.6,867776,6586,2025-02-23
2025-02-23,Microfinance,939766704.3,753904,8326,2025-02-23
2025-02-23,Mutual Fund,13459292.93,1410123,673,2025-02-23
2025-02-23,Non Life Insurance,250694382.1,322256,2104,2025-02-23
2025-02-23,Others,1782439514.44,1808829,12644,2025-02-23
2025-02-23,Promoter Share,53190825.1,248723,439,2025-02-23
2025-02-23,Tradings,19966146.6,3565,159,2025-02-23
1970-01-01,Preference Share,0.0,0,0,2025-02-24
2025-02-24,Commercial Banks,504602601.2,1842601,6348,2025-02-24
2025-02-24,Corporate Debenture,1688221.2,1584,56,2025-02-24
2025-02-24,Development Banks,736882019.62,882288,4173,2025-02-24
2025-02-24,Finance,432401130.7,684834,5144,2025-02-24
2025-02-24,Hotels And Tourism,103452501.5,126956,1175,2025-02-24
2025-02-24,Hydro Power,3547985788.9,8218585,37452,2025-02-24
2025-02-24,Investment,1481073501.4,2485736,9157,2025-02-24
2025-02-24,Life Insurance,748824274.9,1148800,10099,2025-02-24
2025-02-24,Manufacturing And Processing,352830306.8,542546,4675,2025-02-24
2025-02-24,Microfinance,745415364.0,621430,7321,2025-02-24
2025-02-24,Mutual Fund,13200622.69,1372089,722,2025-02-24
2025-02-24,Non Life Insurance,332021497.0,406110,2359,2025-02-24
2025-02-24,Others,1882449654.2,1794156,13253,2025-02-24
2025-02-24,Promoter Share,173810085.6,947642,1127,2025-02-24
2025-02-24,Tradings,24784027.7,4415,136,2025-02-24
1970-01-01,Preference Share,0.0,0,0,2025-02-25
2025-02-25,Commercial Banks,418148015.6,1528004,5644,2025-02-25
2025-02-25,Corporate Debenture,3801727.6,3502,55,2025-02-25
2025-02-25,Development Banks,551656948.2,632652,3523,2025-02-25
2025-02-25,Finance,444517376.4,702940,5052,2025-02-25
2025-02-25,Hotels And Tourism,83029069.4,101551,825,2025-02-25
2025-02-25,Hydro Power,2923185557.4,6511015,32215,2025-02-25
2025-02-25,Investment,1085112732.2,1961578,8338,2025-02-25
2025-02-25,Life Insurance,734963572.65,1028524,10335,2025-02-25
2025-02-25,Manufacturing And Processing,452992285.2,704859,6302,2025-02-25
2025-02-25,Microfinance,569747258.1,407309,5869,2025-02-25
2025-02-25,Mutual Fund,6650377.43,691509,608,2025-02-25
2025-02-25,Non Life Insurance,357806359.6,430545,2204,2025-02-25
2025-02-25,Others,1964795305.7,1785351,14843,2025-02-25
2025-02-25,Promoter Share,287779163.3,1280136,1505,2025-02-25
2025-02-25,Tradings,21971914.2,3995,158,2025-02-25
1970-01-01,Corporate Debenture,0,0,0,2025-02-26
1970-01-01,Preference Share,0,0,0,2025-02-26
1970-01-01,Promoter Share,0,0,0,2025-02-26
1970-01-01,Preference Share,0.0,0,0,2025-02-27
2025-02-27,Commercial Banks,1187792316.6,4324224,15099,2025-02-27
2025-02-27,Corporate Debenture,2011278.2,1882,28,2025-02-27
2025-02-27,Development Banks,741809768.1,919140,4388,2025-02-27
2025-02-27,Finance,461230429.8,742807,4974,2025-02-27
2025-02-27,Hotels And Tourism,129638944.4,149028,1255,2025-02-27
2025-02-27,Hydro Power,3741599850.2,10402573,41416,2025-02-27
2025-02-27,Investment,1120196099.7,1597409,7117,2025-02-27
2025-02-27,Life Insurance,622134252.7,917082,11121,2025-02-27
2025-02-27,Manufacturing And Processing,430904114.9,634792,5240,2025-02-27
2025-02-27,Microfinance,596728661.1,482499,6754,2025-02-27
2025-02-27,Mutual Fund,27317277.94,3013660,666,2025-02-27
2025-02-27,Non Life Insurance,339141440.1,402517,2147,2025-02-27
2025-02-27,Others,1849528994.3,1665051,10836,2025-02-27
2025-02-27,Promoter Share,123887632.9,689362,824,2025-02-27
2025-02-27,Tradings,13584407.4,2450,87,2025-02-27
1970-01-01,Preference Share,0.0,0,0,2025-03-02
2025-03-02,Commercial Banks,1094292458.6,3922272,12747,2025-03-02
2025-03-02,Corporate Debenture,2310877.8,2199,66,2025-03-02
2025-03-02,Development Banks,1252435490.2,1441763,7218,2025-03-02
2025-03-02,Finance,635447903.6,1017773,6975,2025-03-02
2025-03-02,Hotels And Tourism,206405944.3,262024,2023,2025-03-02
2025-03-02,Hydro Power,4432842193.8,11963024,51332,2025-03-02
2025-03-02,Investment,1078086998.1,1439145,7199,2025-03-02
2025-03-02,Life Insurance,1100406337.3,1603508,15332,2025-03-02
2025-03-02,Manufacturing And Processing,881474795.4,1218239,9619,2025-03-02
2025-03-02,Microfinance,753365641.5,643503,8257,2025-03-02
2025-03-02,Mutual Fund,24133463.95,2483963,998,2025-03-02
2025-03-02,Non Life Insurance,584408599.7,709984,3950,2025-03-02
2025-03-02,Others,2011840496.6,1787582,12367,2025-03-02
2025-03-02,Promoter Share,112174923.4,631606,758,2025-03-02
2025-03-02,Tradings,28823201.2,5202,159,2025-03-02
1970-01-01,Preference Share,0.0,0,0,2025-03-03
2025-03-03,Commercial Banks,961480569.1,3370813,10882,2025-03-03
2025-03-03,Corporate Debenture,1078657.5,1020,24,2025-03-03
2025-03-03,Development Banks,912151312.0,1085617,6148,2025-03-03
2025-03-03,Finance,591466077.9,911112,7130,2025-03-03
2025-03-03,Hotels And Tourism,149795670.4,183204,1732,2025-03-03
2025-03-03,Hydro Power,4109412616.1,10417102,48755,2025-03-03
2025-03-03,Investment,950997615.4,1560629,7213,2025-03-03
2025-03-03,Life Insurance,1344374540.5,2071613,15453,2025-03-03
2025-03-03,Manufacturing And Processing,807299299.1,938722,8813,2025-03-03
2025-03-03,Microfinance,751437291.7,665146,8692,2025-03-03
2025-03-03,Mutual Fund,38282235.32,3970380,1173,2025-03-03
2025-03-03,Non Life Insurance,628342537.7,737775,4151,2025-03-03
2025-03-03,Others,2484388157.3,2321716,17165,2025-03-03
2025-03-03,Promoter Share,508132278.3,2976834,1849,2025-03-03
2025-03-03,Tradings,30588027.9,5495,175,2025-03-03
1970-01-01,Preference Share,0.0,0,0,2025-03-04
2025-03-04,Commercial Banks,835561329.4,3013767,8410,2025-03-04
2025-03-04,Corporate Debenture,4681444.5,4319,76,2025-03-04
2025-03-04,Development Banks,1252273586.3,1386714,6918,2025-03-04
2025-03-04,Finance,384595450.2,608978,4767,2025-03-04
2025-03-04,Hotels And Tourism,151265219.2,182831,1354,2025-03-04
2025-03-04,Hydro Power,4508210928.9,12480653,49207,2025-03-04
2025-03-04,Investment,839707200.3,1246120,5841,2025-03-04
2025-03-04,Life Insurance,876391995.6,1336210,11442,2025-03-04
2025-03-04,Manufacturing And Processing,559559410.5,752184,6294,2025-03-04
2025-03-04,Microfinance,902741501.8,660995,8854,2025-03-04
2025-03-04,Mutual Fund,17475560.89,1793373,950,2025-03-04
2025-03-04,Non Life Insurance,475935886.0,570134,2991,2025-03-04
2025-03-04,Others,1998386994.24,1819511,14043,2025-03-04
2025-03-04,Promoter Share,103416240.0,516200,811,2025-03-04
2025-03-04,Tradings,17911194.2,3243,115,2025-03-04
1970-01-01,Preference Share,0.0,0,0,2025-03-05
2025-03-05,Commercial Banks,574207882.5,2100743,6631,2025-03-05
2025-03-05,Corporate Debenture,3306751.5,3151,62,2025-03-05
2025-03-05,Development Banks,845727974.4,1025367,4820,2025-03-05
2025-03-05,Finance,307794997.9,500769,4098,2025-03-05
2025-03-05,Hotels And Tourism,88851313.8,113702,967,2025-03-05
2025-03-05,Hydro Power,4011933314.8,10234925,40709,2025-03-05
2025-03-05,Investment,785260187.4,1158913,4997,2025-03-05
2025-03-05,Life Insurance,790747579.4,1124454,13379,2025-03-05
2025-03-05,Manufacturing And Processing,428830228.68,593265,5168,2025-03-05
2025-03-05,Microfinance,662333183.8,504590,6710,2025-03-05
2025-03-05,Mutual Fund,33128006.49,3342200,858,2025-03-05
2025-03-05,Non Life Insurance,331607389.2,417498,2460,2025-03-05
2025-03-05,Others,1969881733.0,1647556,9624,2025-03-05
2025-03-05,Promoter Share,105799433.5,557136,682,2025-03-05
2025-03-05,Tradings,12976213.4,2359,86,2025-03-05
1970-01-01,Preference Share,0.0,0,0,2025-03-06
2025-03-06,Commercial Banks,394806680.6,1417555,5486,2025-03-06
2025-03-06,Corporate Debenture,48126271.7,43414,55,2025-03-06
2025-03-06,Development Banks,1016370462.8,1478316,7191,2025-03-06
2025-03-06,Finance,256997391.2,415534,3565,2025-03-06
2025-03-06,Hotels And Tourism,90182832.6,112680,859,2025-03-06
2025-03-06,Hydro Power,2707723714.6,6740392,30840,2025-03-06
2025-03-06,Investment,789414613.8,859360,4784,2025-03-06
2025-03-06,Life Insurance,951172351.8,1128345,15480,2025-03-06
2025-03-06,Manufacturing And Processing,329691756.8,456928,4171,2025-03-06
2025-03-06,Microfinance,782601940.7,700773,7105,2025-03-06
2025-03-06,Mutual Fund,27640882.75,2809814,736,2025-03-06
2025-03-06,Non Life Insurance,283440827.0,354675,2225,2025-03-06
2025-03-06,Others,2297537155.4,1939444,10719,2025-03-06
2025-03-06,Promoter Share,109923861.1,571896,509,2025-03-06
2025-03-06,Tradings,11870842.0,2158,61,2025-03-06
1970-01-01,Preference Share,0.0,0,0,2025-03-09
2025-03-09,Commercial Banks,431794724.3,1526219,6448,2025-03-09
2025-03-09,Corporate Debenture,14733582.9,13681,120,2025-03-09
2025-03-09,Development Banks,720865812.6,942245,5110,2025-03-09
2025-03-09,Finance,287827665.2,468523,3919,2025-03-09
2025-03-09,Hotels And Tourism,98474009.5,128879,1120,2025-03-09
2025-03-09,Hydro Power,2856867709.4,7407874,33647,2025-03-09
2025-03-09,Investment,1208853905.3,1223381,6389,2025-03-09
2025-03-09,Life Insurance,1099724217.0,1209777,28617,2025-03-09
2025-03-09,Manufacturing And Processing,371630284.6,523944,4795,2025-03-09
2025-03-09,Microfinance,551225510.3,453710,6240,2025-03-09
2025-03-09,Mutual Fund,56559124.09,5978501,791,2025-03-09
2025-03-09,Non Life Insurance,412966170.4,524920,2916,2025-03-09
2025-03-09,Others,1852466167.9,1686867,11314,2025-03-09
2025-03-09,Promoter Share,104812944.4,569650,696,2025-03-09
2025-03-09,Tradings,18115091.4,3310,95,2025-03-09
1970-01-01,Preference Share,0.0,0,0,2025-03-10
2025-03-10,Commercial Banks,391325886.4,1439938,5423,2025-03-10
2025-03-10,Corporate Debenture,4679824.4,4341,95,2025-03-10
2025-03-10,Development Banks,613901229.22,876241,4230,2025-03-10
2025-03-10,Finance,242442103.1,399382,3436,2025-03-10
2025-03-10,Hotels And Tourism,68747440.2,94084,846,2025-03-10
2025-03-10,Hydro Power,2618273853.3,6774408,30041,2025-03-10
2025-03-10,Investment,698279644.5,878345,4430,2025-03-10
2025-03-10,Life Insurance,747016275.7,840974,17182,2025-03-10
2025-03-10,Manufacturing And Processing,254241522.9,355159,3270,2025-03-10
2025-03-10,Microfinance,549899171.1,467335,5486,2025-03-10
2025-03-10,Mutual Fund,4678450.65,505793,626,2025-03-10
2025-03-10,Non Life Insurance,520395988.2,607899,3076,2025-03-10
2025-03-10,Others,1552524050.9,1367931,8176,2025-03-10
2025-03-10,Promoter Share,91136384.3,478083,634,2025-03-10
2025-03-10,Tradings,13744638.3,2525,104,2025-03-10
1970-01-01,Preference Share,0.0,0,0,2025-03-11
2025-03-11,Commercial Banks,359267090.3,1351659,5230,2025-03-11
2025-03-11,Corporate Debenture,1695844.6,1596,63,2025-03-11
2025-03-11,Development Banks,1508553338.8,2731771,10724,2025-03-11
2025-03-11,Finance,267872945.7,449337,3525,2025-03-11
2025-03-11,Hotels And Tourism,81356976.2,106371,901,2025-03-11
2025-03-11,Hydro Power,2348449750.7,5956072,27215,2025-03-11
2025-03-11,Investment,689864427.4,791455,4237,2025-03-11
2025-03-11,Life Insurance,929256274.5,1042510,20851,2025-03-11
2025-03-11,Manufacturing And Processing,280237653.4,429500,3386,2025-03-11
2025-03-11,Microfinance,379743534.6,316043,4836,2025-03-11
2025-03-11,Mutual Fund,6236752.1,655595,614,2025-03-11
2025-03-11,Non Life Insurance,259079897.6,320271,2518,2025-03-11
2025-03-11,Others,1190104495.9,1071111,7289,2025-03-11
2025-03-11,Promoter Share,64690293.3,331151,458,2025-03-11
2025-03-11,Tradings,21355660.4,3971,114,2025-03-11
1970-01-01,Preference Share,0.0,0,0,2025-03-12
2025-03-12,Commercial Banks,292418832.3,1116522,4523,2025-03-12
2025-03-12,Corporate Debenture,2453464.6,2317,94,2025-03-12
2025-03-12,Development Banks,994715944.1,1573484,7197,2025-03-12
2025-03-12,Finance,213717374.5,360494,2984,2025-03-12
2025-03-12,Hotels And Tourism,54663675.9,67879,597,2025-03-12
2025-03-12,Hydro Power,2335127395.7,5906873,25296,2025-03-12
2025-03-12,Investment,858368139.7,879659,4679,2025-03-12
2025-03-12,Life Insurance,695352415.56,739765,17475,2025-03-12
2025-03-12,Manufacturing And Processing,289445295.2,444997,3505,2025-03-12
2025-03-12,Microfinance,253765055.9,220665,3669,2025-03-12
2025-03-12,Mutual Fund,9832564.05,1010428,594,2025-03-12
2025-03-12,Non Life Insurance,194425542.0,238997,1796,2025-03-12
2025-03-12,Others,1010299218.8,918371,6208,2025-03-12
2025-03-12,Promoter Share,1004358211.3,9455298,426,2025-03-12
2025-03-12,Tradings,22820109.2,4273,124,2025-03-12
1970-01-01,Corporate Debenture,0,0,0,2025-03-13
1970-01-01,Preference Share,0,0,0,2025-03-13
1970-01-01,Promoter Share,0,0,0,2025-03-13
1970-01-01,Preference Share,0.0,0,0,2025-03-16
2025-03-16,Commercial Banks,334068649.0,1199330,5521,2025-03-16
